sample_uid,source_group_code,taxon_candidate,origin_label_source,stored_coordinate_discrepancy
wild_coilia_nasus__00229,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00230,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00231,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00232,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00233,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00234,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00235,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00236,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00237,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00238,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00239,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00240,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00241,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00242,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00243,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00244,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00245,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00246,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00247,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00248,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00249,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00250,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00251,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00252,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00253,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00254,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00255,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00256,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00257,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00258,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00259,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00260,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00261,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00262,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00263,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00264,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00265,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00266,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00267,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00268,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00269,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00270,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00271,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00272,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00273,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00274,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00275,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00276,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00277,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00278,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00279,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00280,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00281,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00282,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00283,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00284,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00285,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00286,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00287,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00289,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00290,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00291,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00292,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00293,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00294,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00295,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00296,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00297,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00298,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00299,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00300,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00301,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00302,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00303,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00304,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00305,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00306,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00307,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00308,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00309,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00310,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00311,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00312,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00313,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00314,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00315,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00316,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00317,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00318,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00319,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00320,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00321,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00322,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00323,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00324,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00325,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00326,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00327,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00328,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00329,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00330,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00331,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00332,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00333,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00334,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00335,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00336,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00337,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00338,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00339,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00340,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00341,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00342,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00343,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00344,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00345,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00346,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00347,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00348,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00349,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00350,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00351,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00352,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00353,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00354,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00355,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00356,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00357,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00358,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00359,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00360,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00361,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00362,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00363,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00364,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00365,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00366,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00367,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00368,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00369,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00370,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00371,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00372,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00373,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00374,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00375,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00376,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00377,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00378,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00379,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00380,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00381,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00382,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00383,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00384,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00385,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00386,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00387,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00388,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00389,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00390,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00391,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00392,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00393,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00394,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00395,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00396,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00397,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00398,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00399,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00400,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00401,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00402,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00403,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00404,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00405,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00406,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00407,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00408,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00409,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00410,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00411,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00412,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00413,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00414,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00415,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00416,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00417,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00418,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00419,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00420,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00421,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00422,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00423,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00424,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00425,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00426,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00427,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00428,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00429,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00430,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00431,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00432,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00433,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00434,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00435,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00436,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00437,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00438,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00439,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00440,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00441,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00442,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00443,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00444,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00445,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00446,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00447,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00448,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00449,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00450,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00451,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00452,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00453,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00454,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00455,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00456,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00457,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00458,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00459,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00460,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00461,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00462,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00463,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00464,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00465,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00466,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00467,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00468,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00469,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00470,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00471,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00472,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00473,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00474,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00475,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00476,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00477,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00478,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00479,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00480,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00481,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00482,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00483,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00484,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00485,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00486,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00487,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00488,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00489,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00490,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00491,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00492,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00493,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00494,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00495,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00496,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00497,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00498,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00499,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00500,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00501,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00502,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00503,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00504,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00505,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00506,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00507,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00508,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00509,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00510,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00511,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00512,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00513,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00514,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00515,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00516,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00517,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00518,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00519,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00520,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00521,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00522,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00523,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00524,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00525,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00526,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00527,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00528,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00529,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00530,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00531,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
wild_coilia_nasus__00532,wild_coilia_nasus,Coilia nasus,wild,0.0002000000000066393
