benchmark_id,source_groups,taxon_candidate,origin_label,role_id,landmark_name,prompt,target_x,target_y,prediction_x,prediction_y,output_available,error_px,nme_role1_role6,pck_0_02,pck_0_05,pck_0_10,runtime_seconds,raw_response,source_display,selection_rule
flm_48e75883e252235a,鳙鱼,Hypophthalmichthys nobilis,farmed,6,posterior_caudal_peduncle_midpoint,"Point to: the midpoint at the posterior end of the caudal peduncle, immediately before the caudal fin on the single fish.",688.0,203.0,671.1999999999999,171.0,True,36.141942393844886,0.0534544699301196,0.0,0.0,1.0,0.3094637426547706,"<ref>the midpoint at the posterior end of the caudal peduncle, immediately before the caudal fin on the single fish</ref><box><839><380></box><|im_end|>",F H. nobilis,prespecified six-taxon display spanning the observed zero-shot error range
flm_48e75883e252235a,鳙鱼,Hypophthalmichthys nobilis,farmed,7,lower_caudal_fin_insertion,Point to: the lower attachment point where the caudal fin meets the caudal peduncle on the single fish.,661.0,248.0,673.6,240.75,True,14.536935715617668,0.0215003439665407,0.0,1.0,1.0,0.3762106532230973,<ref>the lower attachment point where the caudal fin meets the caudal peduncle on the single fish</ref><box><842><535></box><box><844><530></box><|im_end|>,F H. nobilis,prespecified six-taxon display spanning the observed zero-shot error range
flm_48e75883e252235a,鳙鱼,Hypophthalmichthys nobilis,farmed,8,anal_fin_origin,Point to: the anterior attachment point where the anal fin begins on the fish body on the single fish.,495.0,297.0,576.8,307.8,True,82.50987819649228,0.1220333360871981,0.0,0.0,0.0,0.3114171191118657,<ref>the anterior attachment point where the anal fin begins on the fish body on the single fish</ref><box><721><684></box><box><722><548><1000><725></box><|im_end|>,F H. nobilis,prespecified six-taxon display spanning the observed zero-shot error range
flm_48e75883e252235a,鳙鱼,Hypophthalmichthys nobilis,farmed,9,pelvic_fin_origin,Point to: the anterior attachment point where the pelvic fin begins on the fish body on the single fish.,363.0,325.0,452.8,308.70000000000005,True,91.26735451408676,0.1349857737116439,0.0,0.0,0.0,0.8819974162615836,<ref>the anterior attachment point where the pelvic fin begins on the fish body on the single fish</ref><box><566><686></box><box><568><684><1000><721></box><box><570><685><1000><1000></box><box><572><683><1000><1000></box><box><573><682><1000><1000></box><box><575><681><1000><1000></box><box><576><680><1000><1000></box><box><578><679><1000><1000></box><box><580><678><1000><1000></box><box><581><677><1000><1000></box><box><582><676><1000><1000></box><box><583><675><1000><1000></box><box><584><674><1000><1000></box><box><585><673><1000><1000></box><box><586><672><1000><1000></box><box><588><671><1000><1000></box><box><590><669><1000><1000></box><box><592><668><1000><1000></box><box><594><667><1000><1000></box>,F H. nobilis,prespecified six-taxon display spanning the observed zero-shot error range
flm_48e75883e252235a,鳙鱼,Hypophthalmichthys nobilis,farmed,10,pectoral_fin_base,"Point to: the base where the pectoral fin attaches to the fish body, just behind the gill cover on the single fish.",198.0,329.0,278.4,308.70000000000005,True,82.92315719990403,0.1226445818752603,0.0,0.0,0.0,0.9436788600869476,"<ref>the base where the pectoral fin attaches to the fish body, just behind the gill cover on the single fish</ref><box><348><686></box><box><352><683><1000><715></box><box><358><667><1000><721></box><box><364><653><1000><713></box><box><368><637><1000><711></box><box><370><617><1000><709></box><box><372><598><1000><705></box><box><375><573><1000><703></box><box><377><545><1000><700></box><box><380><510><1000><697></box><box><382><477><1000><695></box><box><384><435><1000><692></box><box><386><395><1000><689></box><box><389><360><1000><688></box><box><390><330><1000><685></box><box><392><295><1000><682></box><box><396><270><1000><680></box><box><400><235><1000><677></box>",F H. nobilis,prespecified six-taxon display spanning the observed zero-shot error range
flm_48e75883e252235a,鳙鱼,Hypophthalmichthys nobilis,farmed,11,posterior_opercular_margin,Point to: the posterior visible margin of the fish operculum or gill cover on the single fish.,244.0,239.0,273.6,297.0,True,65.11651096304224,0.0963082874544405,0.0,0.0,1.0,0.4401098531670868,<ref>the posterior visible margin of the fish operculum or gill cover on the single fish</ref><box><342><660></box><box><429><648><1000><997></box><box><434><644></box><|im_end|>,F H. nobilis,prespecified six-taxon display spanning the observed zero-shot error range
flm_0e1305877a8ced63,鳜鱼,Siniperca chuatsi,farmed,1,snout_tip,Point to: the frontmost visible tip of the fish snout or closed mouth on the single fish.,320.0,720.0,312.0,719.2,True,8.039900496896708,0.0143040387115963,1.0,1.0,1.0,0.3358748331665993,<ref>the frontmost visible tip of the fish snout or closed mouth on the single fish</ref><box><520><899></box><box><522><899><1000><904></box><|im_end|>,F S. chuatsi,prespecified six-taxon display spanning the observed zero-shot error range
flm_0e1305877a8ced63,鳜鱼,Siniperca chuatsi,farmed,2,nape_dorsal_outline,"Point to: the point on the dorsal body outline at the fish nape, immediately behind the head on the single fish.",235.0,556.0,306.0,187.2,True,375.57215019221,0.6681921719579049,0.0,0.0,0.0,0.36862508719787,"<ref>the point on the dorsal body outline at the fish nape, immediately behind the head on the single fish</ref><box><510><234></box><box><510><232><1000><508></box><box><512><506><1000><999></box><|im_end|>",F S. chuatsi,prespecified six-taxon display spanning the observed zero-shot error range
flm_0e1305877a8ced63,鳜鱼,Siniperca chuatsi,farmed,3,dorsal_fin_origin,Point to: the anterior attachment point where the dorsal fin begins on the fish body on the single fish.,222.0,305.0,306.0,156.8,True,170.35034487784284,0.3030756324169665,0.0,0.0,0.0,0.2967679817229509,<ref>the anterior attachment point where the dorsal fin begins on the fish body on the single fish</ref><box><510><196></box><|im_end|>,F S. chuatsi,prespecified six-taxon display spanning the observed zero-shot error range
flm_0e1305877a8ced63,鳜鱼,Siniperca chuatsi,farmed,4,dorsal_fin_insertion,Point to: the posterior attachment point where the dorsal fin ends on the fish body on the single fish.,266.0,231.0,306.0,155.20000000000002,True,85.70670918895438,0.1524834898834301,0.0,0.0,0.0,0.2965553128160536,<ref>the posterior attachment point where the dorsal fin ends on the fish body on the single fish</ref><box><510><194></box><|im_end|>,F S. chuatsi,prespecified six-taxon display spanning the observed zero-shot error range
flm_0e1305877a8ced63,鳜鱼,Siniperca chuatsi,farmed,5,upper_caudal_fin_insertion,Point to: the upper attachment point where the caudal fin meets the caudal peduncle on the single fish.,281.0,174.0,310.8,155.20000000000002,True,35.234642044442566,0.0626870548942095,0.0,0.0,1.0,0.2956796791404485,<ref>the upper attachment point where the caudal fin meets the caudal peduncle on the single fish</ref><box><518><194></box><|im_end|>,F S. chuatsi,prespecified six-taxon display spanning the observed zero-shot error range
flm_0e1305877a8ced63,鳜鱼,Siniperca chuatsi,farmed,6,posterior_caudal_peduncle_midpoint,"Point to: the midpoint at the posterior end of the caudal peduncle, immediately before the caudal fin on the single fish.",311.0,158.0,313.2,155.20000000000002,True,3.5608987629529505,0.0063353064845783,1.0,1.0,1.0,0.329874895978719,"<ref>the midpoint at the posterior end of the caudal peduncle, immediately before the caudal fin on the single fish</ref><box><522><194></box><|im_end|>",F S. chuatsi,prespecified six-taxon display spanning the observed zero-shot error range
flm_0e1305877a8ced63,鳜鱼,Siniperca chuatsi,farmed,7,lower_caudal_fin_insertion,Point to: the lower attachment point where the caudal fin meets the caudal peduncle on the single fish.,343.0,177.0,313.2,158.4,True,35.1283361405006,0.062497922731959,0.0,0.0,1.0,0.2949165939353406,<ref>the lower attachment point where the caudal fin meets the caudal peduncle on the single fish</ref><box><522><198></box><|im_end|>,F S. chuatsi,prespecified six-taxon display spanning the observed zero-shot error range
flm_0e1305877a8ced63,鳜鱼,Siniperca chuatsi,farmed,8,anal_fin_origin,Point to: the anterior attachment point where the anal fin begins on the fish body on the single fish.,380.0,296.0,216.0,289.6,True,164.1248305406589,0.291999624932415,0.0,0.0,0.0,0.3325160956010222,<ref>the anterior attachment point where the anal fin begins on the fish body on the single fish</ref><box><360><362></box><box><363><350><1000><365></box><|im_end|>,F S. chuatsi,prespecified six-taxon display spanning the observed zero-shot error range
flm_0e1305877a8ced63,鳜鱼,Siniperca chuatsi,farmed,9,pelvic_fin_origin,Point to: the anterior attachment point where the pelvic fin begins on the fish body on the single fish.,396.0,453.0,216.0,232.0,True,285.0280687932331,0.5071023617125162,0.0,0.0,0.0,0.8991695488803089,<ref>the anterior attachment point where the pelvic fin begins on the fish body on the single fish</ref><box><360><290></box><box><362><289><1000><357></box><box><368><288><1000><1000></box><box><375><285><1000><1000></box><box><382><286><1000><1000></box><box><390><287><1000><1000></box><box><398><284><1000><1000></box><box><407><282><1000><1000></box><box><415><281><1000><1000></box><box><425><280><1000><1000></box><box><435><279><1000><1000></box><box><442><278><1000><1000></box><box><450><277><1000><1000></box><box><457><276><1000><1000></box><box><465><275><1000><1000></box><box><475><273><1000><1000></box><box><485><272><1000><1000></box><box><495><270><1000><1000></box><box><505><268><1000><1000></box>,F S. chuatsi,prespecified six-taxon display spanning the observed zero-shot error range
flm_0e1305877a8ced63,鳜鱼,Siniperca chuatsi,farmed,10,pectoral_fin_base,"Point to: the base where the pectoral fin attaches to the fish body, just behind the gill cover on the single fish.",393.0,534.0,301.8,548.8000000000001,True,92.39307333344854,0.1643794096898494,0.0,0.0,0.0,0.8980803526937962,"<ref>the base where the pectoral fin attaches to the fish body, just behind the gill cover on the single fish</ref><box><503><686></box><box><508><688><1000><725></box><box><512><689><1000><1000></box><box><518><690><1000><1000></box><box><522><691><1000><1000></box><box><530><692><1000><1000></box><box><535><693><1000><1000></box><box><542><694><1000><1000></box><box><549><695><1000><1000></box><box><556><696><1000><1000></box><box><563><697><1000><1000></box><box><570><698><1000><1000></box><box><577><699><1000><1000></box><box><585><700><1000><1000></box><box><592><701><1000><1000></box><box><600><702><1000><1000></box><box><607><703><1000><1000></box><box><614><704><1000><1000></box>",F S. chuatsi,prespecified six-taxon display spanning the observed zero-shot error range
flm_0e1305877a8ced63,鳜鱼,Siniperca chuatsi,farmed,11,posterior_opercular_margin,Point to: the posterior visible margin of the fish operculum or gill cover on the single fish.,315.0,471.0,208.8,551.1999999999999,True,133.08072738003798,0.2367680889765021,0.0,0.0,0.0,0.9656318398192524,<ref>the posterior visible margin of the fish operculum or gill cover on the single fish</ref><box><348><689></box><box><351><648><1000><729></box><box><353><610><1000><1000></box><box><355><578></box><box><358><555><1000><1000></box><box><360><535><1000><1000></box><box><363><508><1000><1000></box><box><365><465><1000><1000></box><box><368><435><1000><1000></box><box><370><395><1000><1000></box><box><373><357><1000><1000></box><box><377><320><1000><1000></box><box><382><289><1000><1000></box><box><387><255><1000><1000></box><box><392><227><1000><1000></box><box><397><197><1000><1000></box><box><402><159><1000><1000></box><box><407><129><1000><1000></box><box><412><103><1000><1000></box>,F S. chuatsi,prespecified six-taxon display spanning the observed zero-shot error range
