benchmark_id,selection,target_quantile,annotation_index,source_sample_uid,taxon_candidate,canonical_id,canonical_name,x,y,pairwise_mean_error_image_diagonal
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,2,farmed_ctenopharyngodon_idella__00060,Ctenopharyngodon idella,10,pectoral_fin_base,292.0,339.0,0.0018479000570183954
flm_5ecc9ad1bc6394d6,q86,0.8571428571428571,2,farmed_ctenopharyngodon_idella__00060,Ctenopharyngodon idella,11,posterior_opercular_margin,320.0,308.0,0.0018479000570183954
flm_e934cb6d7968cae2,q100,1.0,1,wild_coilia_nasus__01118,Coilia nasus,1,snout_tip,695.0,277.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,1,wild_coilia_nasus__01118,Coilia nasus,2,nape_dorsal_outline,651.0,300.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,1,wild_coilia_nasus__01118,Coilia nasus,3,dorsal_fin_origin,549.0,322.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,1,wild_coilia_nasus__01118,Coilia nasus,4,dorsal_fin_insertion,514.0,315.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,1,wild_coilia_nasus__01118,Coilia nasus,5,upper_caudal_fin_insertion,115.0,310.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,1,wild_coilia_nasus__01118,Coilia nasus,6,posterior_caudal_peduncle_midpoint,112.0,302.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,1,wild_coilia_nasus__01118,Coilia nasus,7,lower_caudal_fin_insertion,111.0,294.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,1,wild_coilia_nasus__01118,Coilia nasus,8,anal_fin_origin,286.0,267.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,1,wild_coilia_nasus__01118,Coilia nasus,9,pelvic_fin_origin,445.0,234.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,1,wild_coilia_nasus__01118,Coilia nasus,10,pectoral_fin_base,633.0,245.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,1,wild_coilia_nasus__01118,Coilia nasus,11,posterior_opercular_margin,614.0,270.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,2,wild_coilia_nasus__01182,Coilia nasus,1,snout_tip,694.0,276.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,2,wild_coilia_nasus__01182,Coilia nasus,2,nape_dorsal_outline,650.0,295.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,2,wild_coilia_nasus__01182,Coilia nasus,3,dorsal_fin_origin,557.0,318.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,2,wild_coilia_nasus__01182,Coilia nasus,4,dorsal_fin_insertion,504.0,317.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,2,wild_coilia_nasus__01182,Coilia nasus,5,upper_caudal_fin_insertion,121.0,306.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,2,wild_coilia_nasus__01182,Coilia nasus,6,posterior_caudal_peduncle_midpoint,113.0,302.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,2,wild_coilia_nasus__01182,Coilia nasus,7,lower_caudal_fin_insertion,122.0,294.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,2,wild_coilia_nasus__01182,Coilia nasus,8,anal_fin_origin,492.0,231.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,2,wild_coilia_nasus__01182,Coilia nasus,9,pelvic_fin_origin,560.0,230.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,2,wild_coilia_nasus__01182,Coilia nasus,10,pectoral_fin_base,632.0,241.0,0.03425334742106015
flm_e934cb6d7968cae2,q100,1.0,2,wild_coilia_nasus__01182,Coilia nasus,11,posterior_opercular_margin,616.0,267.0,0.03425334742106015
